tool,group,dataset,dataset_id,scenario,status,zone_files,updated_zone_file,rr_count,initial_total_ms,incremental_ms,full_update_ms,properties,initial_property_pass,incremental_property_pass,initial_errors,incremental_errors,detail
Aether,files-100-500,vn.ua,files-100-500/vn.ua,NS_UPDATE,ok,,09.vn.ua..txt,,126.793,0.006,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,,num_lec=1782; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__vn.ua/NS_UPDATE/stderr.log
Aether,files-100-500,vn.ua,files-100-500/vn.ua,CNAME_UPDATE,ok,,4x4.vn.ua..txt,,139.471,0.063,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,,num_lec=1782; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__vn.ua/CNAME_UPDATE/stderr.log
Aether,files-100-500,voxcdn.com,files-100-500/voxcdn.com,A_ADD,error,,,,,,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,,,,,exit=101; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__voxcdn.com/A_ADD/stderr.log
Aether,files-100-500,voxcdn.com,files-100-500/voxcdn.com,A_UPDATE,error,,,,,,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,,,,,exit=101; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__voxcdn.com/A_UPDATE/stderr.log
Aether,files-100-500,voxcdn.com,files-100-500/voxcdn.com,NS_UPDATE,ok,,voxcdn.com..txt,,20.128,0.8240000000000001,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,false,lame_delegation|rewrites,lame_delegation|rewrites,num_lec=83; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__voxcdn.com/NS_UPDATE/stderr.log
Aether,files-100-500,voxcdn.com,files-100-500/voxcdn.com,CNAME_UPDATE,error,,,,,,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,,,,,exit=101; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__voxcdn.com/CNAME_UPDATE/stderr.log
Aether,files-100-500,vrn.ru,files-100-500/vrn.ru,A_ADD,ok,,1c.vrn.ru..txt,,198.91699999999997,0.985,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrite_loop|rewrites,,num_lec=2481; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__vrn.ru/A_ADD/stderr.log
Aether,files-100-500,vrn.ru,files-100-500/vrn.ru,A_UPDATE,ok,,1c.vrn.ru..txt,,230.788,0.542,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrite_loop|rewrites,,num_lec=2480; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__vrn.ru/A_UPDATE/stderr.log
Aether,files-100-500,vrn.ru,files-100-500/vrn.ru,NS_UPDATE,ok,,1c.vrn.ru..txt,,203.63699999999997,0.491,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrite_loop|rewrites,,num_lec=2480; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__vrn.ru/NS_UPDATE/stderr.log
Aether,files-100-500,vrn.ru,files-100-500/vrn.ru,CNAME_UPDATE,ok,,advecs.vrn.ru..txt,,203.375,0.48,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrite_loop|rewrites,,num_lec=2480; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__vrn.ru/CNAME_UPDATE/stderr.log
